Code,Company,Industry,Exchange
RDBRIL,RDB REALTY & INFRASTRUCTURE LTD.,Realty,BSE
RDBRL,RDB RASAYANS LTD.,Plastic Products,BSE
REALECO,Real Eco-Energy Ltd,Oil Marketing & Distribution,BSE
REALSTR,REAL STRIPS LTD.-$,Iron & Steel/Interm.Products,BSE
RECLTD,REC Limited,Finance (including NBFCs),NSE
RECLTD,REC Limited,Finance (including NBFCs),BSE
REDEXPR,REDEX PROTECH LTD.,Industrial Machinery,BSE
REDINGTON,Redington (India) Limited,Comm.Trading  & Distribution,BSE
REDINGTON,Redington (India) Limited,Comm.Trading  & Distribution,NSE
REFEX,Refex Industries Limited,Industrial Gases,BSE
REFEX,Refex Industries Limited,Industrial Gases,NSE
REFNOL,REFNOL RESINS & CHEMICALS LTD.,Commodity Chemicals,BSE
REGAL,REGAL ENTERTAINMENT & CONSULTANTS LTD.,Finance (including NBFCs),BSE
REGENCY,Regency Fincorp Ltd,Other Financial Services,BSE
REGENTRP,Regent Enterprises Ltd,Comm.Trading  & Distribution,BSE
REGTRUS,REGENCY TRUST LTD.,Finance (including NBFCs),BSE
RELAXO,Relaxo Footwears Limited,Footwear,BSE
RELAXO,Relaxo Footwears Limited,Footwear,NSE
RELCAPITAL,Reliance Capital Limited,Finance (including NBFCs),BSE
RELCAPITAL,Reliance Capital Limited,Finance (including NBFCs),NSE
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Textiles,BSE
RELHOME,Reliance Home Finance Ltd,Housing Finance ,BSE
RELIABVEN,RELIABLE VENTURES INDIA LTD.,Hotels,BSE
RELIANCE,Reliance Industries Limited,Integrated Oil & Gas,BSE
RELIANCE,Reliance Industries Limited,Integrated Oil & Gas,NSE
RELICAB,Relicab Cable Manufacturing Ltd,Other Elect.Equip./ Prod.,BSE
RELICTEC,RELIC TECHNOLOGIES LTD.,Other Financial Services,BSE
RELIGARE,Religare Enterprises Limited,Other Financial Services,NSE
RELIGARE,Religare Enterprises Limited,Other Financial Services,BSE
RELINFRA,Reliance Infrastructure Limited,Electric Utilities,NSE
RELINFRA,Reliance Infrastructure Limited,Electric Utilities,BSE
RELTD,Ravindra Energy Ltd,Other Financial Services,BSE
REMIEDEL,Remi Edelstahl Tubulars Limited,Iron & Steel Products,BSE
REMIPRO,REMI PROCESS PLANT & MACHINERY LTD.,Industrial Machinery,BSE
REMISIN,REMI SALES & ENGINEERING LTD.,Comm.Trading  & Distribution,BSE
REMITR,REMI SECURITIES LTD.,Misc.Commercial Services,BSE
REMLIFE,Remedium Lifecare Ltd,Comm.Trading  & Distribution,BSE
REMSONSIND,Remsons Industries Limited,Auto Parts & Equipment,BSE
REMSONSIND,Remsons Industries Limited,Auto Parts & Equipment,NSE
RENUKA,Shree Renuka Sugars Limited,Sugar,NSE
RENUKA,Shree Renuka Sugars Limited,Sugar,BSE
REPCOHOME,Repco Home Finance Limited,Housing Finance ,NSE
REPCOHOME,Repco Home Finance Limited,Housing Finance ,BSE
REPL,Rudrabhishek Enterprises Limited,,NSE
REPRO,Repro India Limited,Comm.Printing/Stationery,BSE
REPRO,Repro India Limited,Comm.Printing/Stationery,NSE
RESONANCE,RESONANCE SPECIALTIES LTD.-$,Pharmaceuticals,BSE
RESPONIND,Responsive Industries Limited,Furniture-Furnishing-Paints,BSE
RESPONIND,Responsive Industries Limited,Furniture-Furnishing-Paints,NSE
RESPONSINF,Response Informatics Ltd,IT Software Products,BSE
RESTILE,RESTILE CERAMICS LTD.,Furniture-Furnishing-Paints,BSE
REVATHI,Revathi Equipment Limited,Industrial Machinery,BSE
REVATHI,Revathi Equipment Limited,Industrial Machinery,NSE
REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.,Industrial Machinery,BSE
RFLL,Rita Finance and Leasing Ltd,Finance (including NBFCs),BSE
RFSL,Richfield Financial Services Ltd,Other Financial Services,BSE
RGF,RGF Capital Markets Ltd,Finance (including NBFCs),BSE
RGIL,Rotographics (India) Ltd,Comm.Trading  & Distribution,BSE
RGL,Renaissance Global Limited,Other Apparels & Accessories,NSE
RGL,Renaissance Global Limited,Other Apparels & Accessories,BSE
RGRL,Retro Green Revolution Ltd,Tea & Coffee,BSE
RHFL,Reliance Home Finance Limited,,NSE
RIBATEX,RIBA TEXTILES LTD.,Textiles,BSE
RICHAIND,RICHA INDUSTRIES LTD.,Construction & Engineering,BSE
RICHIRICH,Richirich Inventures Limited,Comm.Trading  & Distribution,BSE
RICHUNV,RICH UNIVERSE NETWORK LTD.,Finance (including NBFCs),BSE
RICOAUTO,Rico Auto Industries Limited,Auto Parts & Equipment,NSE
RICOAUTO,Rico Auto Industries Limited,Auto Parts & Equipment,BSE
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,Commodity Chemicals,BSE
RIDDHICORP,Riddhi Corporate Services Ltd,BPO/KPO,BSE
RIDHISYN,RIDHI SYNTHETICS LTD.,Other Financial Services,BSE
RIDINGS,Ridings Consulting Engineers India Ltd,Consulting Services,BSE
RIGASUG,RIGA SUGAR COMPANY LTD.-$,Sugar,BSE
RIIL,Reliance Industrial Infrastructure Limited,Construction & Engineering,BSE
RIIL,Reliance Industrial Infrastructure Limited,Construction & Engineering,NSE
RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,Electronic Components,BSE
RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Iron & Steel/Interm.Products,BSE
RISHILASE,RISHI LASER LTD.,Industrial Machinery,BSE
RISHIROOP,Rishiroop Ltd,Other Industrial Products,BSE
RISHITECH,RISHI TECHTEX LTD.,Containers & Packaging,BSE
RITCO,Ritco Logistics Ltd,Transportation - Logistics,BSE
RITES,RITES Limited,Construction & Engineering,BSE
RITES,RITES Limited,Construction & Engineering,NSE
RITESHIN,RITESH INTERNATIONAL LTD.,Commodity Chemicals,BSE
RITHWIKFMS,Rithwik Facility Management Services Ltd,Sp.Consumer Services,BSE
RJBIOTECH,R J Bio-Tech Ltd,Other Agricultural Products,BSE
RJKMRFR,RAJKUMAR FORGE LTD.,Other Industrial Products,BSE
RJSHAH,R.J.SHAH & CO.LTD.,Realty,BSE
RKDAGRRTL,RKD Agri & Retail Ltd,Finance (including NBFCs),BSE
RKDL,Ravi Kumar Distilleries Limited,Breweries & Distilleries,NSE
RKDL,Ravi Kumar Distilleries Limited,Breweries & Distilleries,BSE
RKEC,RKEC Projects Limited,,NSE
RKFORGE,Ramkrishna Forgings Limited,Other Industrial Products,NSE
RKFORGE,Ramkrishna Forgings Limited,Other Industrial Products,BSE
RLF,RLF LTD.,Textiles,BSE
RLFL,Ramchandra Leasing & Finance Ltd,Finance (including NBFCs),BSE
RMC,RMC Switchgears Ltd,Other Elect.Equip./ Prod.,BSE
RMCL,Radha Madhav Corporation Limited,Containers & Packaging,BSE
RMCL,Radha Madhav Corporation Limited,Containers & Packaging,NSE
RML,Rane (Madras) Limited,Auto Parts & Equipment,NSE
RML,Rane (Madras) Limited,Auto Parts & Equipment,BSE
RNAVAL,Reliance Naval and Engineering Limited,Defence,BSE
RNAVAL,Reliance Naval and Engineering Limited,Defence,NSE
RNBDENIMS,R&B Denims Ltd,Textiles,BSE
RODIUM,Rodium Realty Limited,Realty,BSE
ROHITFERRO,Rohit Ferro-Tech Limited,Iron & Steel/Interm.Products,BSE
ROHITFERRO,Rohit Ferro-Tech Limited,Iron & Steel/Interm.Products,NSE
ROHLTD,Royal Orchid Hotels Limited,Hotels,NSE
ROHLTD,Royal Orchid Hotels Limited,Hotels,BSE
ROJL,RO Jewels Ltd,Other Apparels & Accessories,BSE
ROLCOEN,ROLCON ENGINEERING CO.LTD.,Other Industrial Products,BSE
ROLLT,Rollatainers Limited,Containers & Packaging,NSE
ROLLT,Rollatainers Limited,Containers & Packaging,BSE
ROLTA,Rolta India Limited,Internet Software & Services,NSE
ROLTA,Rolta India Limited,Internet Software & Services,BSE
ROML,Raj Oil Mills Limited,,NSE
RONI,Roni Households Ltd,Comm.Trading  & Distribution,BSE
ROOPAIND,ROOPA INDUSTRIES LTD.,Pharmaceuticals,BSE
ROOPSHRI,Roopshri Resorts Ltd,Hotels,BSE
ROSSARI,Rossari Biotech Limited,Specialty Chemicals,NSE
ROSSARI,Rossari Biotech Limited,Specialty Chemicals,BSE
ROSSELLIND,Rossell India Limited,Tea & Coffee,BSE
ROSSELLIND,Rossell India Limited,Tea & Coffee,NSE
ROTO,ROTO PUMPS LTD.,Industrial Machinery,BSE
ROUTE,ROUTE MOBILE LIMITED,Internet Software & Services,NSE
ROUTE,ROUTE MOBILE LIMITED,Internet Software & Services,BSE
ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Furniture-Furnishing-Paints,BSE
ROYALIND,Royal India Corporation Limited,Other Apparels & Accessories,BSE
RPEL,Raghav Productivity Enhancers Ltd,Other Industrial Goods,BSE
RPGLIFE,RPG Life Sciences Limited,Pharmaceuticals,BSE
RPGLIFE,RPG Life Sciences Limited,Pharmaceuticals,NSE
RPIL,RITESH PROPERTIES & INDUSTRIES LTD.,Other Apparels & Accessories,BSE
RPOWER,Reliance Power Limited,Electric Utilities,BSE
RPOWER,Reliance Power Limited,Electric Utilities,NSE
RPPINFRA,R.P.P. Infra Projects Limited,Construction & Engineering,NSE
RPPINFRA,R.P.P. Infra Projects Limited,Construction & Engineering,BSE
RPSGVENT,RPSG VENTURES LIMITED,IT Consulting & Software,NSE
RPSGVENT,RPSG VENTURES LIMITED,IT Consulting & Software,BSE
RRIL,RRIL Ltd,Textiles,BSE
RRMETAL,RR MetalMakers India Ltd,Comm.Trading  & Distribution,BSE
RRSECUR,R.R.SECURITIES LTD.,Misc.Commercial Services,BSE
RSCINT,RSC INTERNATIONAL LTD.,Textiles,BSE
RSDFIN,RSD Finance Ltd,Investment Companies,BSE
RSSOFTWARE,R. S. Software (India) Limited,IT Software Products,NSE
RSSOFTWARE,R. S. Software (India) Limited,IT Software Products,BSE
RSTL,Riddhi Steel and Tube Ltd,Iron & Steel Products,BSE
RSWM,RSWM Limited,Textiles,NSE
RSWM,RSWM Limited,Textiles,BSE
RSYSTEMINT,R Systems International Limited,IT Consulting & Software,BSE
RSYSTEMS,R Systems International Limited,,NSE
RTEXPO,R.T.EXPORTS LTD.-$,Comm.Trading  & Distribution,BSE
RTFL,Real Touch Finance Ltd,Other Financial Services,BSE
RTL,Rangoli Tradecomm Ltd,Textiles,BSE
RTNINDIA,RattanIndia Enterprises Limited,Electric Utilities,BSE
RTNINDIA,RattanIndia Enterprises Limited,Electric Utilities,NSE
RTNPOWER,RattanIndia Power Limited,Electric Utilities,BSE
RTNPOWER,RattanIndia Power Limited,Electric Utilities,NSE
RTSPOWR,RTS POWER CORPORATION LTD.,Other Elect.Equip./ Prod.,BSE
RUBFILA,RUBFILA INTERNATIONAL LTD.,Auto Tyres & Rubber Products,BSE
RUBRAME,RUBRA MEDICAMENTS LTD.,Pharmaceuticals,BSE
RUBYMILLS,The Ruby Mills Limited,Textiles,BSE
RUBYMILLS,The Ruby Mills Limited,Textiles,NSE
RUCHI,Ruchi Soya Industries Limited,,NSE
RUCHINFRA,Ruchi Infrastructure Limited,Misc.Commercial Services,BSE
RUCHINFRA,Ruchi Infrastructure Limited,Misc.Commercial Services,NSE
RUCHIRA,Ruchira Papers Limited,Paper & Paper Products,NSE
RUCHIRA,Ruchira Papers Limited,Paper & Paper Products,BSE
RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Edible Oils,BSE
RUDRA,Rudra Global Infra Products Ltd,Iron & Steel/Interm.Products,BSE
RUNGTAIR,RUNGTA IRRIGATION LTD.,Plastic Products,BSE
RUPA,Rupa & Company Limited,Other Apparels & Accessories,NSE
RUPA,Rupa & Company Limited,Other Apparels & Accessories,BSE
RUSHIL,Rushil Decor Limited,Forest Products,BSE
RUSHIL,Rushil Decor Limited,Forest Products,NSE
RVHL,Ravinder Heights Limited,Realty,BSE
RVHL,Ravinder Heights Limited,Realty,NSE
RVNL,Rail Vikas Nigam Limited,Construction & Engineering,BSE
RVNL,Rail Vikas Nigam Limited,Construction & Engineering,NSE
S&SPOWER,S&S Power Switchgears Limited,Other Elect.Equip./ Prod.,BSE
S&SPOWER,S&S Power Switchgears Limited,Other Elect.Equip./ Prod.,NSE
SAB,SAB Industries Ltd,Realty,BSE
SABEVENTS,Sab Events & Governance Now Media Limited,,NSE
SABOOBR,SABOO BROTHERS LTD.,Industrial Machinery,BSE
SABOOSOD,SABOO SODIUM CHLORO LTD.,Other Food Products,BSE
SACHEMT,SACHETA METALS LTD.,Aluminium,BSE
SADBHAV,Sadbhav Engineering Limited,Construction & Engineering,BSE
SADBHAV,Sadbhav Engineering Limited,Construction & Engineering,NSE
SADBHIN,Sadbhav Infrastructure Project Limited,Roads & Highways,BSE
SADBHIN,Sadbhav Infrastructure Project Limited,Roads & Highways,NSE
SADHNA,Sadhna Broadcast Ltd,Broadcasting & Cable TV,BSE
SADHNANIQ,SADHANA NITROCHEM LTD.,Commodity Chemicals,BSE
SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Other Leisure Facilities,BSE
SAFARI,Safari Industries (India) Limited,,NSE
SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Other Apparels & Accessories,BSE
SAFFRON,Saffron Industries Limited,Paper & Paper Products,BSE
SAGAR,Sagar Diamonds Ltd,Other Apparels & Accessories,BSE
SAGARDEEP,Sagardeep Alloys Limited,,NSE
SAGARPROD,Sagar Productions Limited,Finance (including NBFCs),BSE
SAGARSOFT,Sagarsoft (India) Ltd,IT Consulting & Software,BSE
SAGARSYST,SAGAR SYSTECH LTD.,Finance (including NBFCs),BSE
SAGCEM,Sagar Cements Limited,Cement & Cement Products,BSE
SAGCEM,Sagar Cements Limited,Cement & Cement Products,NSE
SAGL,Shalimar Agencies Ltd,Other Financial Services,BSE
SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,Edible Oils,BSE
SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,Broadcasting & Cable TV,BSE
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,Housing Finance ,BSE
SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Finance (including NBFCs),BSE
SAHYADRI,SAHYADRI INDUSTRIES LTD.,Cement & Cement Products,BSE
SAIBABA,Sai Baba Investment And Commercial Enterprises Ltd,Comm.Trading  & Distribution,BSE
SAICAPI,SAI CAPITAL LTD.,Misc.Commercial Services,BSE
SAIL,Steel Authority of India Limited,Iron & Steel/Interm.Products,BSE
SAIL,Steel Authority of India Limited,Iron & Steel/Interm.Products,NSE
SAINDUS,SAI INDUSTRIES LTD.,Finance (including NBFCs),BSE
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Cement & Cement Products,BSE
SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Furniture-Furnishing-Paints,BSE
SAKAR,Sakar Healthcare Limited,,NSE
SAKHTISUG,Sakthi Sugars Limited,Sugar,NSE
SAKHTISUG,Sakthi Sugars Limited,Sugar,BSE
SAKSOFT,Saksoft Limited,IT Software Products,BSE
SAKSOFT,Saksoft Limited,IT Software Products,NSE
SAKTHIFIN,SAKTHI FINANCE LTD.,Finance (including NBFCs),BSE
SAKUMA,Sakuma Exports Limited,Comm.Trading  & Distribution,BSE
SAKUMA,Sakuma Exports Limited,Comm.Trading  & Distribution,NSE
SALASAR,Salasar Techno Engineering Limited,Construction & Engineering,BSE
SALASAR,Salasar Techno Engineering Limited,Construction & Engineering,NSE
SALAUTO,Sal Automotive Ltd,Auto Parts & Equipment,BSE
SALEM,Salem Erode Investments Ltd,Finance (including NBFCs),BSE
SALGUTI,SALGUTI INDUSTRIES LTD.,Containers & Packaging,BSE
SALONA,Salona Cotspin Limited,,NSE
SALONACOT,SALONA COTSPIN LTD.,Textiles,BSE
SALORAINTL,SALORA INTERNATIONAL LTD.,Comm.Trading  & Distribution,BSE
SALSAIN,SHREE SALASAR INVESTMENT LTD.,Other Financial Services,BSE
SALSTEEL,S.A.L. Steel Limited,Iron & Steel/Interm.Products,BSE
SALSTEEL,S.A.L. Steel Limited,Iron & Steel/Interm.Products,NSE
SALZER,SALZER ELECTRONICS LTD.-$,Other Elect.Equip./ Prod.,BSE
SALZERELEC,Salzer Electronics Limited,,NSE
SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,Textiles,BSE
SAMBHAAV,Sambhaav Media Limited,Publishing,BSE
SAMBHAAV,Sambhaav Media Limited,Publishing,NSE
SAMINDUS,SAM INDUSTRIES LTD.,Other Industrial Goods,BSE
SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,Auto Parts & Equipment,BSE
SAMPRE,SAMPRE NUTRITIONS LTD.,Packaged Foods,BSE
SAMRATFORG,Samrat Forgings Ltd,Other Industrial Products,BSE
SAMRATPH,SAMRAT PHARMACHEM LTD.-$,Pharmaceuticals,BSE
SAMTEX,SAMTEX FASHIONS LTD.-$,Other Apparels & Accessories,BSE
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,Misc.Commercial Services,BSE
SANBLUE,SANBLUE CORPORATION LTD.,Other Apparels & Accessories,BSE
SANCO,Sanco Industries Limited,,NSE
SANCTRN,SANCO TRANS LTD.,Transport Related Services,BSE
SANDESH,The Sandesh Limited,Publishing,NSE
SANDESH,The Sandesh Limited,Publishing,BSE
SANDHAR,Sandhar Technologies Limited,Auto Parts & Equipment,NSE
SANDHAR,Sandhar Technologies Limited,Auto Parts & Equipment,BSE
SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,Mining,BSE
SANDUPHQ,SANDU PHARMACEUTICALS LTD.,Pharmaceuticals,BSE
SANGAMIND,Sangam (India) Limited,Textiles,NSE
SANGAMIND,Sangam (India) Limited,Textiles,BSE
SANGHIIND,Sanghi Industries Limited,Cement & Cement Products,BSE
SANGHIIND,Sanghi Industries Limited,Cement & Cement Products,NSE
SANGHVIFOR,Sanghvi Forging and Engineering Limited,Other Industrial Products,BSE
SANGHVIFOR,Sanghvi Forging and Engineering Limited,Other Industrial Products,NSE
SANGHVIMOV,Sanghvi Movers Limited,Transport Related Services,NSE
SANGHVIMOV,Sanghvi Movers Limited,Transport Related Services,BSE
SANGINITA,Sanginita Chemicals Limited,,NSE
SANINFRA,Sanmit Infra Limited,Realty,BSE
SANKHYAIN,SANKHYA INFOTECH LTD.,IT Software Products,BSE
SANOFI,Sanofi India Limited,Pharmaceuticals,BSE
SANOFI,Sanofi India Limited,Pharmaceuticals,NSE
SANPA,SANGAL PAPERS LTD.,Paper & Paper Products,BSE
SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,Textiles,BSE
SANTOSHF,SANTOSH FINE-FAB LTD.,Textiles,BSE
SANWARIA,Sanwaria Consumer Limited,Packaged Foods,BSE
SANWARIA,Sanwaria Consumer Limited,Packaged Foods,NSE
SAPL,SAR Auto Products Ltd,Auto Parts & Equipment,BSE
SAPPL,Shree Ajit Pulp And Paper Ltd,Paper & Paper Products,BSE
SARDAEN,Sarda Energy & Minerals Limited,Iron & Steel/Interm.Products,NSE
SARDAEN,Sarda Energy & Minerals Limited,Iron & Steel/Interm.Products,BSE
SARDAPPR,SARDA PAPERS LTD.,Paper & Paper Products,BSE
SAREGAMA,Saregama India Limited,Movies & Entertainment,NSE
SAREGAMA,Saregama India Limited,Movies & Entertainment,BSE
SAREL,Sangam Renewables Ltd,Electric Utilities,BSE
SARLAPOLY,Sarla Performance Fibers Limited,Textiles,NSE
SARLAPOLY,Sarla Performance Fibers Limited,Textiles,BSE
SARTHAKGL,SARTHAK GLOBAL LTD.,Comm.Trading  & Distribution,BSE
SARTHAKIND,SARTHAK INDUSTRIES LTD.,Other Industrial Products,BSE
SARUPINDUS,SARUP INDUSTRIES LTD.-$,Other Apparels & Accessories,BSE
SARVOTTAM,Sarvottam Finvest Ltd,Finance (including NBFCs),BSE
SASHWAT,Sashwat Technocrats Limited,Construction Materials,BSE
SASKEN,Sasken Technologies Limited,IT Consulting & Software,BSE
SASKEN,Sasken Technologies Limited,IT Consulting & Software,NSE
SASTASUNDR,Sastasundar Ventures Limited,Healthcare Services,BSE
SASTASUNDR,Sastasundar Ventures Limited,Healthcare Services,NSE
SATIA,Satia Industries Limited,Paper & Paper Products,NSE
SATIA,Satia Industries Limited,Paper & Paper Products,BSE
SATIN,Satin Creditcare Network Limited,Finance (including NBFCs),NSE
SATIN,Satin Creditcare Network Limited,Finance (including NBFCs),BSE
SATINDLTD,SAT INDUSTRIES LTD.-$,Comm.Trading  & Distribution,BSE
SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,Realty,BSE
SAUMYA,Saumya Consultants Ltd,Finance (including NBFCs),BSE
SAURASHCEM,SAURASHTRA CEMENT LTD.,Cement & Cement Products,BSE
SAVERA,SAVERA INDUSTRIES LTD.,Hotels,BSE
SAVFI,SAVANI FINANCIALS LTD.,Finance (including NBFCs),BSE
SAVINFOCO,SAVANT INFOCOMM LTD.,Other Elect.Equip./ Prod.,BSE
SAWABUSI,SAWACA BUSINESS MACHINES LTD.,Misc.Commercial Services,BSE
SAYAJIHOTL,SAYAJI HOTELS LTD.,Hotels,BSE
SAYAJIIND,Sayaji Industries Ltd,Diversified,BSE
SBC,SBC Exports Ltd,Other Apparels & Accessories,BSE
SBECSUG,SBEC SUGAR LTD.,Sugar,BSE
SBECSYS,SBEC SYSTEMS (INDIA) LTD.,Comm.Trading  & Distribution,BSE
SBFL,Shree Bhavya Fabrics Ltd,Textiles,BSE
SBGLP,Suratwwala Business Group Ltd,Realty,BSE
SBICARD,SBI Cards and Payment Services Limited,Finance (including NBFCs),NSE
SBICARD,SBI Cards and Payment Services Limited,Finance (including NBFCs),BSE
SBILIFE,SBI Life Insurance Company Limited,Life Insurance,NSE
SBILIFE,SBI Life Insurance Company Limited,Life Insurance,BSE
SBIN,State Bank of India,Banks,BSE
SBIN,State Bank of India,Banks,NSE
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF, ,BSE
SBRANDS,Sanghvi Brands Ltd,Hotels,BSE
SCAGRO,SC Agrotech Ltd,Packaged Foods,BSE
SCANDENT,Scandent Imaging Limited,Healthcare Services,BSE
SCANPGEOM,SCANPOINT GEOMATICS LTD.,Internet Software & Services,BSE
SCANPRO,SCAN PROJECTS LTD.,Cement & Cement Products,BSE
SCANSTL,Scan Steels Limited,Iron & Steel/Interm.Products,BSE
SCAPDVR,Stampede Capital Limited, ,NSE
SCAPDVR,Stampede Capital Limited, ,BSE
SCFL,Shyam Century Ferrous Ltd,Iron & Steel/Interm.Products,BSE
SCHABLON,SCHABLONA INDIA LTD.,Furniture-Furnishing-Paints,BSE
SCHAEFFLER,Schaeffler India Limited,Industrial Machinery,NSE
SCHAEFFLER,Schaeffler India Limited,Industrial Machinery,BSE
SCHAND,S Chand And Company Limited,Publishing,NSE
SCHAND,S Chand And Company Limited,Publishing,BSE
SCHNEIDER,Schneider Electric Infrastructure Limited,Heavy Electrical Equipment,NSE
SCHNEIDER,Schneider Electric Infrastructure Limited,Heavy Electrical Equipment,BSE
SCI,Shipping Corporation Of India Limited,Shipping,BSE
SCI,Shipping Corporation Of India Limited,Shipping,NSE
SCL,Sunshine Capital Ltd,Finance (including NBFCs),BSE
SCOOTER,SCOOTERS INDIA LTD.,2/3 Wheelers,BSE
SCPL,Sheetal Cool Products Ltd,Packaged Foods,BSE
SCTL,Suncare Traders Ltd,Distributors,BSE
SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,NSE
SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,BSE
SDC,SDC Techmedia Ltd,Movies & Entertainment,BSE
SDL,Span Divergent Ltd-$,Pharmaceuticals,BSE
SEACOAST,Seacoast Shipping Services Ltd,Surface Transportation,BSE
SEAGOLD,SEA GOLD AQUA FARMS LTD.,Packaged Foods,BSE
SEAMECLTD,Seamec Limited,Shipping,NSE
SEAMECLTD,Seamec Limited,Shipping,BSE
SEASONF,SEASONS FURNISHINGS LTD.,Comm.Trading  & Distribution,BSE
SEASONST,SEASONS TEXTILES LTD.-$,Textiles,BSE
SEATV,SEA TV NETWORK LTD.,Broadcasting & Cable TV,BSE
SECMARK,SecMark Consultancy Ltd,IT Consulting & Software,BSE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Internet Software & Services,NSE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Internet Software & Services,BSE
SEIL,Shanti Educational Initiatives Ltd,Education,BSE
SEL,Sanathnagar Enterprises Limited,Commodity Chemicals,BSE
SELAN,Selan Exploration Technology Limited,Exploration & Production,NSE
SELAN,Selan Exploration Technology Limited,Exploration & Production,BSE
SELLWIN,Sellwin Traders Ltd,Misc.Commercial Services,BSE
SENINFO,Senthil Infotek Ltd,IT Consulting & Software,BSE
SEPOWER,S.E. Power Limited,Electric Utilities,NSE
SEPOWER,S.E. Power Limited,Electric Utilities,BSE
SEQUENT,Sequent Scientific Limited,Pharmaceuticals,NSE
SEQUENT,Sequent Scientific Limited,Pharmaceuticals,BSE
SERVOTEACH,Servoteach Industries Ltd,Industrial Machinery,BSE
SESHAPAPER,Seshasayee Paper and Boards Limited,Paper & Paper Products,NSE
SESHAPAPER,Seshasayee Paper and Boards Limited,Paper & Paper Products,BSE
SESL,Sylph Education Solutions Ltd,Education,BSE
SETCO,Setco Automotive Limited,Auto Parts & Equipment,BSE
SETCO,Setco Automotive Limited,Auto Parts & Equipment,NSE
SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100, ,BSE
SETFSN50,SBI - ETF - SENSEX NEXT 50, ,BSE
SETUINFRA,Setubandhan Infrastructure Limited,Construction & Engineering,NSE
SETUINFRA,Setubandhan Infrastructure Limited,Construction & Engineering,BSE
SEVENHILL,Seven Hill Industries Limited,Finance (including NBFCs),BSE
SEYAIND,Seya Industries Limited,Specialty Chemicals,BSE
SEYAIND,Seya Industries Limited,Specialty Chemicals,NSE
SEZAL,Sezal Glass Limited,Construction Materials,NSE
SEZAL,Sezal Glass Limited,Construction Materials,BSE
SFL,Sheela Foam Limited,Furniture-Furnishing-Paints,NSE
SFL,Sheela Foam Limited,Furniture-Furnishing-Paints,BSE
SFPIL,Square Four Projects India Limited,Commodity Chemicals,BSE
SGIL,Synergy Green Industries Ltd,Other Industrial Products,BSE
SGL,STL Global Limited,Textiles,BSE
SGL,STL Global Limited,Textiles,NSE
SGNTE,SGN TELECOMS LTD.,Other Elect.Equip./ Prod.,BSE
SGRL,Shree Ganesh Remedies Ltd,Pharmaceuticals,BSE
SHAHALLOYS,Shah Alloys Limited,Iron & Steel/Interm.Products,NSE
SHAHALLOYS,Shah Alloys Limited,Iron & Steel/Interm.Products,BSE
SHAHCON,SHAH CONSTRUCTION CO.LTD.,Realty,BSE
SHAHFOOD,SHAH FOODS LTD.,Packaged Foods,BSE
SHAHLON,Shahlon Silk Industries Ltd,Textiles,BSE
SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Plastic Products,BSE
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrial Machinery,NSE
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrial Machinery,BSE
SHALBY,Shalby Limited,Healthcare Facilities,NSE
SHALBY,Shalby Limited,Healthcare Facilities,BSE
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Copper,BSE
SHALPAINTS,Shalimar Paints Limited,Furniture-Furnishing-Paints,NSE
SHALPAINTS,Shalimar Paints Limited,Furniture-Furnishing-Paints,BSE
SHALPRO,SHALIMAR PRODUCTIONS LTD.,Other Financial Services,BSE
SHANGAR,Shangar Decor Ltd,Sp.Consumer Services,BSE
SHANKARA,Shankara Building Products Limited,Iron & Steel Products,NSE
